geneID	mark
10450	2
64215	1
56938	1
81050	1
55627	1
222663	1
1298	1
3891	1
54626	1
2632	2
4158	1
11035	1
4053	1
80352	1
7391	1
340654	1
717	2
27294	1
55788	2
54900	1
3895	2
10477	2
83744	2
10351	2
2634	2
55892	1
131601	1
23443	1
10094	2
2203	1
6307	1
366	1
7786	1
57016	1
5446	1
5645	1
4598	1
23228	2
91464	1
51296	1
3159	1
54741	2
9278	1
26156	2
57486	2
7561	1
157506	2
81562	1
379	1
65123	2
63891	1
6835	2
1241	1
10752	1
26025	1
4854	1
6197	2
6631	2
50615	1
2706	1
85236	1
577	1
8575	2
136259	1
266812	1
28981	2
85329	1
9741	2
285381	1
6093	2
5458	1
5954	2
57187	2
81539	2
4217	2
913	1
503582	1
3306	2
7293	1
1608	1
8936	1
128218	1
1654	2
5670	1
7597	1
5710	2
5878	2
91608	1
210	2
1535	1
51168	1
6188	2
4690	2
9667	2
8735	1
54209	1
56143	1
6370	1
1188	1
51043	1
22932	1
201973	1
1486	1
8237	1
146225	1
55283	1
23769	1
10677	1
5774	1
1981	2
26287	1
56660	1
84134	1
58512	1
113220	1
7431	2
64978	1
5106	1
27069	2
254170	1
2784	1
8351	1
87178	2
8379	1
3678	1
79908	1
2199	1
23510	1
26235	1
5655	1
4221	1
2356	1
57176	1
9058	1
55867	1
3198	1
7746	1
142679	1
2287	2
3842	2
10110	1
496	1
515	2
133121	1
23348	2
7454	1
10966	1
55340	1
80712	1
22948	2
55210	1
55693	1
11284	1
6692	1
57326	2
26027	1
24148	2
2779	1
3077	1
9016	1
7507	2
55315	1
3590	1
7093	1
944	1
7813	2
57659	2
57547	1
1842	2
7135	1
5300	1
5830	2
255252	1
3104	1
699	1
91977	1
1465	2
7752	1
9356	1
5557	1
50846	1
9086	2
84795	1
55526	1
3996	1
26468	1
2196	1
125058	1
56852	1
3339	1
246330	1
1153	2
9099	1
64979	2
4481	2
128408	1
26521	1
64080	1
90527	1
4850	2
442038	1
93034	1
5793	2
440689	1
10067	1
8677	2
85413	1
7013	2
2896	1
200576	2
161145	1
54749	2
7849	1
1553	1
1419	1
7352	1
55808	1
5098	1
11054	1
2690	2
9779	2
83658	2
5089	1
3959	1
60343	1
5612	2
29937	1
1907	1
11145	2
84133	1
123263	1
22835	1
64116	2
468	2
140767	1
7596	1
158234	1
103	2
59336	1
54802	1
26018	2
58497	1
3235	1
8208	1
53833	1
2843	1
123803	1
116844	1
2022	1
3118	1
51333	1
220134	1
11136	1
57111	1
200895	1
6249	2
5604	2
1606	1
8526	1
63924	1
11083	2
55205	2
64714	1
22914	1
9734	1
9378	1
7809	1
1	1
3958	2
4291	1
23608	2
405753	1
125931	1
138065	1
4063	1
6856	2
8190	1
9020	1
9054	1
29929	1
4188	1
83873	1
11108	1
9697	1
10826	2
3081	1
9424	1
4316	1
56676	1
168537	2
54514	1
5283	1
3916	2
340252	1
10818	1
56128	1
117144	1
92304	1
1828	1
30014	1
2899	1
5023	1
84924	1
285676	1
3269	1
10943	2
51118	2
7414	2
10101	1
961	2
80012	2
51310	1
10922	1
10558	2
3208	1
79801	1
27243	2
10921	2
8518	1
22985	2
1875	1
51389	2
389692	1
23633	2
55079	1
23370	1
29952	1
2217	1
126375	1
283820	1
51409	1
79019	1
10481	1
57379	1
2271	2
114902	1
26994	2
2159	1
57619	1
5884	1
126014	1
23067	1
319101	1
64816	1
91107	1
1617	1
8809	1
6698	1
55226	2
3760	1
83734	1
79366	2
1571	2
9918	1
60436	1
989	2
6755	1
124583	1
57727	2
8440	1
6150	1
259296	1
8569	1
29766	2
4321	1
9987	2
64090	1
358	2
3204	1
157638	1
151648	1
54836	1
6710	1
118424	1
27087	1
5905	2
377841	1
3301	2
84952	2
6545	1
83893	1
10019	2
6586	1
624	1
55540	1
2348	1
134391	1
137209	1
84524	2
5020	1
57082	1
23144	1
10297	1
381	1
509	2
26167	1
7123	1
8178	1
84514	1
7584	1
131118	1
116442	1
10660	1
5172	1
2677	1
23585	2
420	1
2275	1
921	1
27344	1
55008	1
3882	1
11258	2
9681	1
9992	1
118881	1
5443	1
266743	1
8516	2
9542	1
5501	2
4673	2
5529	2
94235	1
253639	1
10282	1
5678	1
5352	2
29954	1
57497	1
752	1
64901	1
57093	1
81614	1
3005	2
23603	2
2829	1
23295	1
27010	1
81025	1
407	1
6597	2
5371	1
7105	2
3783	1
26301	1
1144	1
10295	1
55224	1
55201	1
9758	1
3094	2
29767	1
5294	1
22856	2
55824	1
25793	2
5733	1
80314	1
7358	2
4642	2
11173	1
6094	1
11182	1
83854	1
8711	1
9942	1
346606	1
9354	2
9989	2
79022	2
1609	1
9146	1
79041	1
1589	1
57408	1
55225	1
1729	2
9331	1
9069	2
8500	2
10753	1
8562	2
2272	1
120	2
27152	1
261729	1
7314	2
79095	1
5211	1
51585	2
5500	2
29992	1
51028	2
1917	1
7022	1
10762	2
8019	1
1108	2
4149	2
27013	1
119180	1
1629	1
846	1
5319	1
64708	1
4296	1
7755	1
56124	1
6482	2
23066	1
1632	1
123745	1
4726	2
997	1
6280	2
930	1
8722	1
11178	1
394	2
9534	2
154881	1
5289	2
10158	1
594855	1
128653	1
51728	1
84629	1
54454	2
54546	1
50805	1
9904	1
53834	1
144110	1
25917	2
313	1
2125	1
10747	1
5889	2
6314	1
5176	2
2676	1
8220	1
3283	1
26271	1
7272	1
5865	1
2770	1
3806	1
51283	2
10538	1
440699	1
7564	1
387778	1
6331	1
5442	1
9118	1
81616	1
55624	1
200010	1
54538	1
285362	1
25798	2
84967	1
160335	1
3225	1
8763	2
140545	1
4499	2
55844	2
602	1
124739	1
27040	1
53836	1
1859	2
3885	1
5900	1
79803	1
2073	2
117608	2
64284	1
1758	1
8760	2
23644	1
56670	1
64446	1
118429	2
79897	1
4593	1
22836	2
9746	1
95	1
85290	1
26017	2
7539	1
3594	1
5380	1
56147	1
220296	1
797	1
487	1
85235	1
8721	2
1326	2
23462	1
9066	1
3903	1
11255	1
473	2
26031	1
27302	1
1879	1
5985	1
2123	1
8905	1
2582	1
480	1
145567	1
3954	2
91647	1
285971	1
3848	1
2181	2
11238	1
3921	1
55466	2
8797	1
6747	2
3123	2
4142	1
5930	2
2820	2
84432	1
23299	1
57017	2
9978	2
222235	1
5393	1
10188	1
64151	1
54901	2
10424	2
53630	1
1742	1
1339	1
54898	1
7182	2
1046	1
6130	2
5264	2
9496	1
80055	1
5062	2
51327	1
90273	1
201516	1
1421	1
9696	1
1117	1
51426	1
23428	2
2138	1
80303	2
79178	1
9064	1
27134	1
7942	1
284348	1
2352	1
6757	1
3385	1
7203	2
84668	2
23504	1
114609	1
282890	1
26048	1
1615	2
94103	2
1384	1
51340	2
1266	2
8106	2
5251	1
57513	1
219938	1
5128	2
339	1
84316	1
6230	2
23096	1
22846	1
7372	1
27178	1
8674	2
84445	1
79705	1
199675	1
145270	1
50832	1
2742	1
84174	1
403239	1
4085	2
6750	1
4320	1
54856	2
3038	1
64170	1
414059	1
51308	1
85293	1
55929	1
10522	1
26735	1
7484	1
10959	2
57092	2
161582	1
79755	1
5175	2
256987	2
114898	1
1215	1
28964	1
6128	2
1769	1
51289	1
23338	1
53358	1
3691	1
7204	2
10728	2
1364	1
85378	1
6863	1
84899	1
9517	2
4698	2
3224	1
2671	1
3199	1
9321	2
2561	1
56245	1
54495	1
1539	1
55007	2
5549	2
7364	1
6727	2
55531	1
4016	1
124359	1
5527	2
113878	1
30836	2
8530	1
341208	1
660	1
8896	2
389898	1
83394	1
1892	2
126	1
30820	1
55253	1
65987	1
3360	1
54511	1
23788	2
10768	2
55168	1
6309	2
80742	1
338323	1
5669	1
2731	1
8839	1
1019	1
22845	1
4254	1
79902	1
51202	2
6187	2
9626	1
4771	1
10653	2
1811	1
10048	2
10089	1
55289	1
5631	1
2996	1
3055	1
2637	1
9332	2
8302	1
8342	1
5729	1
9094	1
9791	2
284654	1
6607	1
4204	1
169026	1
22917	1
6723	1
9455	2
58	2
23446	2
4583	1
4205	2
9253	1
5757	2
7292	1
6742	2
4968	1
9568	1
441531	1
7473	1
8637	1
81794	1
51001	1
54937	1
3913	2
158431	1
1757	1
495	1
26022	1
26762	1
4781	2
2058	2
83882	1
9482	2
8525	1
158506	1
415116	2
57570	1
79586	1
3309	2
55748	2
10838	1
251	1
4256	2
10265	1
4688	2
5920	2
392	1
4775	2
10914	2
56144	1
137868	1
56935	1
7319	2
2266	2
5806	1
23531	1
6185	2
114928	1
10322	1
1741	1
136853	1
4589	1
2791	1
8916	1
9937	1
10370	1
1466	2
5229	1
862	2
253582	1
55625	2
988	2
83597	1
10400	1
51690	2
10636	1
50999	2
10691	2
4782	2
1270	1
85414	1
9342	1
4610	1
10846	1
81470	1
30815	2
7162	1
1390	1
4358	2
393	1
6234	2
3294	1
80764	1
5537	2
6098	1
9255	2
529	2
8565	2
2664	2
81890	1
2752	2
9248	1
57146	2
57402	1
221692	1
65055	1
29085	1
326340	1
22920	2
5966	2
51339	1
374879	2
23224	2
1909	1
2208	1
84064	2
2220	1
26245	1
23433	2
223	2
125919	1
114798	1
317781	1
4671	2
1785	2
59272	1
1269	1
6296	1
8776	2
10362	2
7516	1
6873	1
22926	2
7789	1
7111	1
55437	1
4716	2
93492	1
57649	1
2327	1
51538	2
4288	1
7957	1
4108	1
29801	1
114327	1
3145	1
146540	1
3575	2
23405	2
5676	1
55758	1
2487	2
5890	1
10166	1
5899	2
81282	1
29888	1
414325	1
523	2
4988	1
115752	2
9940	1
4314	1
5361	1
26285	1
654	1
84236	2
3664	1
51112	1
474383	1
883	1
55680	2
1008	1
285590	1
5015	1
129563	1
1716	1
51103	1
3804	1
65220	2
126129	1
7257	1
3238	1
10575	2
946	1
83543	2
55124	1
54812	2
152189	1
5340	1
2995	2
57680	2
91754	2
3177	1
79850	1
6389	2
54558	2
6726	2
5992	1
641	1
340075	1
89887	1
26525	1
1604	2
10793	1
84875	1
64699	1
9245	1
2302	1
9318	2
386746	1
284111	1
403341	1
140689	1
51669	2
3386	1
80829	2
5198	1
165257	1
6423	2
10750	1
51109	2
466	2
6829	2
283316	1
51513	1
54938	1
404281	1
1781	2
3690	1
84034	2
5213	1
10802	1
89122	2
4299	2
10985	1
57533	2
161176	1
23052	2
85291	1
27121	1
10563	1
1845	2
55705	1
146050	1
55034	1
5554	1
81544	1
285180	1
29121	1
8566	1
9048	1
1549	1
80331	2
5627	2
5504	2
23186	1
51657	1
127294	1
55359	1
11037	1
9702	1
10742	1
11329	2
27285	1
124056	1
10084	2
27125	2
10406	1
3483	1
50700	1
84193	2
8460	2
5654	2
1337	2
139741	1
126069	1
9833	1
10869	1
10767	1
23450	2
51449	2
1509	2
8453	2
7837	1
53346	1
10970	2
6398	1
282763	1
56913	2
6880	2
27129	1
9552	2
57335	1
8508	2
9468	1
2235	1
81502	1
50487	1
4889	1
123096	1
5562	2
5051	1
83452	1
501	2
26190	2
2037	2
23143	1
199713	1
7201	1
11334	1
98	1
3172	1
55367	1
154197	1
5165	2
970	1
10020	2
7347	1
3741	1
87	2
1826	1
26272	1
63950	1
2619	1
26286	2
6534	1
26589	2
10170	1
140831	1
146206	1
285231	1
6736	1
85865	1
43849	1
9276	2
5470	1
10858	1
7572	2
10327	2
1610	1
6343	1
9782	2
54863	1
5412	2
767	1
51052	1
10403	1
3818	1
3710	1
54165	2
54986	2
80032	1
34	2
136306	1
55364	1
23051	2
53919	1
9928	1
1036	1
2081	1
4701	2
11267	2
2529	1
10661	1
55832	2
6165	2
267004	1
79664	1
22807	1
122553	2
5595	1
127396	1
27232	1
9871	2
8001	1
51350	1
29079	2
6134	1
51367	1
79694	1
51279	2
9132	1
23385	2
64111	1
3592	1
23112	2
55902	1
3743	1
126204	1
7011	1
3007	2
65083	1
9774	2
6422	2
25942	2
11081	1
9545	1
23432	1
6005	1
23421	1
494470	1
163059	1
2719	1
462	1
6041	1
27133	1
11215	2
11212	2
10128	2
57406	1
126789	1
253782	2
9348	1
10156	1
892	2
9931	2
5271	1
165679	1
55183	2
114	1
2298	1
5288	1
9049	1
27240	1
51374	1
3890	1
64856	1
4118	1
55113	1
5216	2
4323	2
84991	2
260429	1
7903	1
13	1
2526	1
57169	2
1346	1
9110	1
2550	1
7023	1
200765	1
80279	2
6871	1
8111	1
26520	2
174	1
56897	1
4126	2
3442	1
152926	2
81611	2
333929	1
23165	2
5145	1
5428	1
116225	1
6515	2
50515	1
1979	2
11097	1
8881	2
56163	1
27020	2
816	1
8438	1
7419	2
1389	2
118788	2
92609	1
5436	1
118460	1
55970	2
9993	2
8941	1
10667	2
23268	2
170692	1
253959	2
1031	1
9761	2
147798	1
3638	1
10940	1
26063	1
83464	1
9349	2
55165	1
55699	2
127579	1
56729	1
196528	2
10734	1
4520	1
11319	1
11126	1
126070	1
257203	1
55308	1
5479	2
125981	1
2274	2
50937	1
123920	1
57567	1
427	2
55954	1
51070	1
8789	1
10473	2
23547	1
79991	2
5362	1
5916	1
9183	2
125	2
1665	2
54888	2
10989	2
56659	1
170572	1
84893	2
92105	1
27327	2
23007	1
842	1
5055	1
51082	2
25834	1
7126	1
10109	2
7559	2
533	1
338324	1
81932	1
6676	1
9429	1
3073	2
83473	1
55654	2
5931	2
54549	1
386724	1
7068	1
10535	1
5719	2
5394	2
55746	2
23492	2
11316	1
1843	2
58494	1
9450	1
3595	1
7323	2
51343	1
2944	1
1537	1
9188	2
22954	1
55334	1
64109	1
33	1
113540	1
11164	2
50834	1
64981	2
22978	2
5684	2
81688	2
2675	1
10008	1
9951	1
51726	2
6573	1
114131	1
57449	1
3015	2
3029	2
9948	2
29980	1
26007	1
7455	1
4350	1
11227	1
3738	1
8048	1
246	1
10920	2
9056	2
79109	2
9874	2
23344	2
11333	2
11098	2
5662	1
800	2
54995	1
26246	1
6138	2
10321	1
55219	2
83874	1
220992	1
126208	1
4605	1
28	2
9410	2
7693	2
391104	1
94134	2
65249	1
56098	1
121274	2
6712	1
1232	1
57718	1
50486	2
4815	1
26260	1
140576	1
57616	1
140707	1
51160	1
28985	1
84936	1
3617	1
23361	1
2999	1
124790	1
8303	2
58496	1
53407	2
9401	1
5077	1
57620	1
4621	1
22844	1
196441	2
6767	2
168391	1
84250	1
10840	1
4620	1
25996	2
731	1
6793	2
25855	2
2312	1
56902	1
4200	2
8482	1
1408	1
388569	1
1282	2
8224	1
374907	1
9024	1
9436	1
63906	1
56931	1
11186	1
168433	1
10320	1
2475	2
163732	1
5460	1
23770	2
8187	1
9154	1
92912	2
5568	1
8723	2
6191	2
5170	2
340371	1
6643	2
8471	1
23604	1
25804	1
9921	2
5203	2
7025	1
79812	1
85280	1
5934	2
81853	2
9531	2
3329	2
1840	1
93589	1
54808	2
80298	2
5999	1
89795	1
9577	2
54877	2
5082	2
5205	2
51755	2
113419	1
9960	2
2140	2
29851	1
3050	1
7745	2
4794	1
22930	2
2204	1
9885	2
55667	2
9819	1
54187	2
1463	1
375775	1
57168	1
163049	2
5464	2
1317	1
3727	1
8577	1
7639	2
10395	2
6388	2
4148	1
57763	1
2326	1
63895	1
5337	2
4253	1
4015	1
8895	2
3663	1
1844	1
5140	2
8334	2
3587	1
55703	1
1187	1
286097	1
2023	2
3315	2
6665	1
84084	1
6347	2
81876	2
23484	1
6369	1
6302	1
4848	2
22794	2
725	1
83446	1
64682	1
3739	1
27079	1
27090	1
8799	1
11231	2
163351	1
3568	1
23362	2
136991	1
57622	1
10120	1
5296	1
1944	1
91010	1
617	1
1982	2
3645	1
3581	1
55146	1
8382	1
4648	1
8685	1
121260	1
8085	1
57097	1
9114	2
3780	1
27180	1
843	1
80205	2
8995	1
27022	1
192668	1
1376	1
9343	2
6375	1
10865	1
1305	1
2230	1
885	1
7772	1
55629	2
90956	1
3239	1
8643	1
23022	2
4174	1
8547	1
10229	1
400746	1
6355	1
2342	1
54994	1
114294	2
5585	1
145173	1
386653	1
387129	1
91860	1
1452	2
2170	2
113451	1
81792	1
9060	2
1778	2
80139	1
6653	2
54884	2
9247	1
4025	1
81392	1
6663	1
2705	1
55252	2
139628	1
83892	2
10136	1
10844	2
347902	2
5147	1
1044	1
1736	2
5998	1
10633	1
6781	1
65003	1
653121	1
3927	2
51807	1
374659	1
147945	1
4343	1
5593	1
257068	1
2620	1
2734	2
124	1
3012	2
1775	1
5978	2
342132	1
10299	2
23155	2
64960	2
83983	1
8531	2
5153	1
139818	2
27314	2
55327	2
8477	1
64231	2
6947	1
10570	1
1294	1
257101	1
54583	2
55166	1
148252	1
8818	1
9913	2
8192	1
60468	1
5778	1
1359	1
26575	1
54788	1
2901	1
3344	1
5033	2
9988	2
27063	2
10079	2
221613	1
55707	1
27123	1
2171	2
8631	1
6176	2
56681	2
3061	1
53826	1
280657	1
4161	1
221120	2
7142	1
200879	1
3788	1
11196	2
79087	1
10221	2
23624	1
6158	2
254887	1
50848	2
57805	2
26737	1
84962	1
51276	1
8724	2
26232	1
10469	1
11269	1
1268	1
84700	1
29118	1
29110	2
3068	2
1616	2
2832	1
80024	1
26140	1
571	2
29893	2
286	1
10050	1
84560	1
1643	1
8365	2
81620	1
29920	2
8703	1
398	1
57178	1
818	1
1180	1
8395	2
89874	1
3782	1
4686	2
7275	1
10574	2
3299	1
58511	1
26118	2
22849	1
3290	2
9990	1
89890	1
2765	1
8434	2
84666	1
1211	2
80059	1
81629	1
8464	1
8623	1
5630	1
27148	1
23576	2
5691	2
2849	1
149111	1
2693	1
29988	1
4986	1
10361	1
129642	1
132949	1
9435	1
286133	1
11056	2
80324	1
64115	1
3977	2
170506	2
6888	2
30844	1
222171	1
4050	1
5356	2
140832	1
374454	1
57617	1
4604	1
22796	2
57410	1
6745	2
4602	1
50650	2
8082	1
55997	1
55735	2
283130	1
7258	1
203	2
119548	1
50839	1
5157	1
10735	2
8880	2
6564	1
360200	1
140578	1
8214	1
5544	1
7050	1
64499	1
129080	1
11015	2
6733	2
1471	2
79369	1
54893	2
25928	1
91304	1
6830	2
2318	1
2332	2
10962	2
55589	1
1622	2
10733	1
23178	1
57124	1
147841	1
10643	1
388677	2
3169	1
586	2
1380	1
340348	1
58495	1
55534	1
114880	1
23020	2
57460	1
8660	1
2940	1
1420	1
29063	1
10871	1
6853	1
4747	1
26207	2
1978	1
284312	1
951	1
133060	1
26045	1
84945	1
26292	2
54732	2
3765	1
128497	1
3106	2
10982	2
9775	2
3485	1
23708	1
54952	1
148281	1
51438	1
93650	1
55039	2
79177	1
8361	2
5327	1
284439	1
51499	1
10388	1
92344	1
164656	1
388	2
896	1
117283	1
9630	1
138050	2
8487	1
2960	2
8633	1
1796	1
84987	2
196374	1
10811	1
5307	1
9820	1
58485	2
2177	1
79622	1
5796	2
284427	1
80267	2
64766	2
79937	1
9057	1
6118	1
54939	1
23466	1
5731	1
9704	1
4282	2
5066	2
220202	1
23524	2
285313	1
55785	2
22997	1
9489	1
51281	1
353322	1
57658	2
4360	1
85439	1
682	2
79048	2
923	1
51514	1
10063	2
81851	1
23192	1
339122	1
54989	2
57594	1
160897	1
5332	1
80789	1
5306	2
64386	1
2703	1
84824	1
2014	2
181	1
7544	1
7458	2
4675	1
7638	2
996	2
79544	1
55777	1
6508	1
6566	2
10536	1
27018	2
57820	2
23209	1
142686	1
136	1
7783	1
29924	1
92181	2
9474	2
219333	2
1834	1
22925	1
7075	1
7699	2
57104	2
4857	1
9130	2
59067	1
1417	1
6497	1
2900	1
4599	2
5317	1
6683	1
6883	2
90576	1
58484	1
1468	1
286827	1
4107	1
23567	1
1113	1
25771	1
9810	2
56888	1
146779	1
280	1
5441	2
54763	1
54766	1
3853	1
4009	1
2281	1
5887	2
10238	2
4528	2
10428	2
10572	1
23114	1
4922	1
54961	1
26609	1
5440	2
3713	1
11073	2
285533	1
57152	1
29081	2
7840	2
122651	1
4706	2
29777	1
10197	2
84146	2
285755	1
10434	2
23174	1
56145	1
6715	1
2925	1
10634	1
5933	1
56344	1
9362	1
8559	2
27181	1
146956	1
4308	1
25893	1
8744	1
11143	2
10567	1
51473	1
2595	1
118442	1
1588	1
10651	2
6617	2
390980	1
55684	1
5891	1
8999	1
56146	1
9472	1
27284	1
85360	1
83858	1
4026	2
55304	1
167681	1
4926	2
2804	2
56113	1
23057	1
2057	1
3868	1
136332	1
11266	1
163115	1
51257	1
6924	2
3361	1
9529	2
26608	1
7542	1
9629	1
6948	2
25800	1
5349	1
84449	1
10123	1
2169	1
51204	1
9379	1
83478	2
84168	2
6626	2
64375	1
158158	1
56904	1
9413	1
219736	1
1349	2
528	2
112858	1
55745	2
84859	2
257240	1
11283	1
8273	1
7453	2
84676	1
64792	1
23516	2
10345	1
6284	2
79602	2
8463	1
162963	1
57109	2
9270	2
81696	1
25813	1
89970	2
57459	2
23032	2
3803	1
140823	1
325	1
162966	1
8349	1
3911	1
204	2
29058	2
84623	1
1832	2
2099	1
26548	1
8786	1
56891	1
85015	1
2801	2
81693	1
839	1
314	1
79637	1
57192	1
55316	2
64781	1
3350	1
340485	1
171392	2
7177	1
3849	1
5638	1
63904	1
56951	2
54913	1
9751	1
6543	1
5672	1
1848	2
148581	1
353	1
27236	1
5169	1
55137	1
1861	1
64084	1
7867	1
53832	1
8287	1
9313	1
81127	1
6168	2
8756	1
8897	1
7532	2
26469	2
400966	1
29989	1
9705	1
132112	1
51094	2
6205	2
85461	1
4542	1
2263	1
27175	1
489	1
1009	2
4356	1
115362	1
1351	1
4713	2
5267	1
23013	2
1783	2
84504	1
6811	1
133688	1
10449	2
307	2
1891	2
4691	2
339390	1
94033	1
1562	1
2261	1
9727	2
55357	1
1485	1
10131	2
79192	1
5050	1
51382	2
3014	1
10281	1
2006	1
8515	1
51050	1
200185	2
23269	2
8748	1
55065	1
170680	1
115825	1
162239	1
3834	1
51226	2
151649	1
51234	2
91966	1
56342	1
414060	1
54704	2
6208	2
409	2
56121	1
94059	1
54438	1
134549	1
6506	1
55691	1
92106	1
80351	2
440	1
2882	1
56834	1
7518	1
10098	1
79776	1
23509	2
339976	1
23071	2
55846	1
390010	1
114803	2
144568	1
10298	1
229	2
6464	2
4430	2
2354	1
9818	1
26249	1
6792	1
403314	1
2875	1
56666	1
2790	1
64718	1
84926	2
2588	1
7328	2
170959	2
793	1
284355	1
55350	1
114299	1
221357	1
4632	1
9459	2
9892	1
55632	1
9108	1
126133	1
84759	1
8406	2
5903	2
504191	1
11254	1
9889	1
29881	1
4059	1
1124	1
80346	2
83999	1
153201	1
2200	2
23468	2
26747	1
22907	1
113675	1
271	1
6282	2
85004	1
7727	1
1436	2
56604	1
2259	1
570	1
3790	1
1540	2
256471	1
858	2
26523	2
81669	1
80152	1
55063	1
55973	2
55959	2
79877	1
54881	1
55520	1
147808	1
56647	2
5989	1
4814	1
11099	1
79922	1
54543	2
79295	1
22890	2
100036519	1
94233	1
65975	1
1306	2
51435	1
5447	1
84186	2
85569	1
51182	1
84659	1
177	1
4534	1
4919	1
2798	1
54953	2
79465	1
4762	1
80095	1
5567	2
149233	1
115399	1
2783	1
94121	2
55776	1
79581	1
23216	2
7107	1
9718	1
51574	2
23553	1
7108	1
139378	1
7802	1
55754	2
55536	1
166379	1
284323	1
22808	2
9244	1
2160	1
55033	1
4741	1
26261	1
86	2
9631	1
11336	2
10421	1
116071	1
144132	1
7158	2
55805	1
50862	2
27006	1
57154	1
64863	1
94241	1
7009	2
9509	1
84866	1
8576	1
51566	2
81555	1
387893	1
9407	1
8620	1
8291	1
8549	1
57026	1
11235	2
8435	1
8320	1
6472	1
201176	1
416	1
8728	1
11146	1
116984	1
81930	1
7621	1
7773	1
6217	2
51621	1
58524	1
22871	1
3133	2
115827	1
2953	1
4956	1
4676	2
10062	1
55818	2
866	1
64663	1
284346	1
10198	2
10810	1
84922	1
9982	1
11171	2
440097	1
57125	1
55741	1
92400	2
54466	1
344905	1
11014	2
493911	1
3167	1
2314	2
151188	1
353500	1
50835	1
3937	2
83540	1
55968	1
6489	1
85508	1
1791	1
3270	2
117854	1
28511	1
55789	1
5924	1
83849	1
152831	1
5189	2
26297	1
146760	1
10096	2
3931	1
7469	1
9229	1
12	2
83659	1
11080	2
11128	1
1776	1
8335	1
26509	2
6916	2
54207	1
56052	1
84542	1
132864	1
11282	1
3298	2
894	2
623	1
6513	1
65078	1
92815	1
10898	1
7866	1
10419	2
165918	2
7401	1
10930	1
63946	1
7170	2
4883	1
9891	1
6320	1
8218	1
5624	1
57325	1
8347	2
10215	1
29944	1
6303	2
55755	2
388552	1
9093	2
7036	1
55734	1
285489	1
27089	2
6048	1
5563	1
29780	1
7520	2
2039	1
64132	1
10885	2
7768	1
53940	1
117154	1
25792	2
6814	2
79728	1
3764	1
59271	1
81491	1
965	1
1585	1
256435	1
4637	2
211	2
150726	1
114026	1
84456	1
6646	2
54726	2
55819	2
57136	2
875	1
5522	1
1448	1
1961	1
5800	1
10741	1
2739	2
132	2
246100	1
10542	2
7576	2
51592	2
6156	2
79739	1
24144	2
94101	2
56851	2
9246	2
51062	1
55556	1
284186	1
10000	2
7294	1
8448	1
7700	2
9933	2
9524	2
140453	1
29116	2
3171	1
3161	1
2674	1
7079	1
5565	1
7263	1
93474	1
23498	1
7350	1
5629	1
51725	1
55727	2
79442	1
84547	1
339488	1
27092	1
340205	1
55089	1
5937	2
6556	1
3697	1
7267	2
54457	1
5148	1
132001	1
79675	1
7373	2
51529	1
4660	2
55423	1
116832	1
1138	1
64419	2
7625	1
22822	2
5968	1
10106	2
6468	2
5780	1
273	1
5345	1
5885	2
9772	1
10663	1
7922	2
10148	1
4616	2
11228	2
9026	1
54107	2
24140	1
56882	2
7874	2
10279	1
10765	2
4068	1
51046	1
399473	1
79845	1
155185	1
126006	1
219623	1
285368	1
1748	1
6786	2
8000	1
94005	2
2134	1
148109	1
50616	1
165140	1
10507	2
9230	2
54868	1
7832	2
3953	2
10214	1
3888	1
23429	2
84299	2
139135	1
26692	1
6560	2
1289	1
79056	1
3965	1
3304	2
163688	1
6817	1
256394	1
3567	1
1510	1
55916	1
29948	1
128488	1
10948	1
8027	2
401509	1
63826	1
2939	1
23620	1
142680	1
51090	1
84321	1
51121	1
153571	1
1155	1
6882	2
26168	1
9488	1
64093	1
10901	1
85320	1
140838	1
23590	1
206358	1
6507	1
5534	2
9535	2
6700	1
4352	1
4715	2
374819	1
10953	2
164091	2
23154	1
388567	1
253175	1
6476	1
220359	1
4807	1
144193	1
55611	1
338442	1
2355	2
7016	1
4111	1
60401	1
9076	1
8800	2
27120	1
9939	2
93986	1
6498	2
79157	1
4504	1
6709	2
55764	2
29940	2
23616	1
1787	1
284716	1
160364	1
2264	1
90864	1
10076	1
166655	1
6879	2
9654	1
7174	2
5094	2
63905	1
23400	1
373509	1
4878	1
10331	1
23654	1
258	1
8493	1
3373	1
131450	1
28969	1
2178	1
83551	1
26269	2
79856	1
11157	2
8270	1
6860	1
10761	1
64097	2
30817	1
387328	1
10486	2
84694	1
8288	1
7873	2
6619	2
389874	1
3234	1
5775	2
51651	2
10903	1
2107	2
953	1
587	1
27012	1
3467	1
4283	1
84699	1
7349	1
7365	1
10955	2
29986	1
55527	1
3781	1
6993	2
7905	2
93594	1
27165	1
51412	1
9646	2
4585	1
7511	1
374378	1
6613	1
51733	1
4547	1
84570	1
140807	1
5195	2
10686	1
5313	1
117157	1
28976	2
230	2
1005	1
6038	2
2914	1
7803	2
8608	1
689	2
4495	1
55690	2
221400	1
2114	2
5626	1
2015	1
7472	1
27095	1
28231	1
10924	2
23168	2
10493	2
158399	2
2202	2
3451	1
4153	1
10447	2
53838	1
171482	1
91782	1
8386	1
92552	1
56140	1
6636	2
80726	1
147183	1
2067	1
3884	1
338339	1
3281	2
84239	1
91612	2
2542	1
54959	1
8738	1
3563	1
6897	2
83758	2
168544	1
3945	2
10908	1
10251	1
26164	1
